,gbt_prob_default,lr_prob_default,lgd,loan_amnt
6699,8.81E-02,1.20E-01,0.20,3250
6700,9.62E-04,2.31E-01,0.20,8000
6701,7.76E-02,1.47E-01,0.20,3000
6702,1.68E-03,3.98E-01,0.20,15500
6703,3.95E-02,2.53E-01,0.20,4000
6704,4.50E-02,1.96E-01,0.20,14000
6705,7.61E-03,2.30E-01,0.20,12500
6706,6.65E-04,1.02E-01,0.20,6000
6707,1.00E+00,3.31E-01,0.20,7500
6708,6.13E-03,1.73E-01,0.20,8000
6709,1.01E-03,4.15E-01,0.20,5500
6710,5.81E-01,2.77E-01,0.20,4250
6711,1.99E-03,9.70E-02,0.20,4200
6712,1.79E-04,3.71E-02,0.20,8000
6713,5.77E-03,1.99E-02,0.20,1200
6714,2.30E-05,3.84E-02,0.20,3800
6715,8.66E-06,3.04E-01,0.20,10000
6716,6.62E-03,1.26E-01,0.20,6000
6717,2.23E-01,2.81E-01,0.20,4800
6718,7.19E-02,4.35E-01,0.20,12000
6719,9.98E-01,4.34E-01,0.20,5000
6720,2.39E-04,4.19E-01,0.20,6000
6721,4.73E-02,1.27E-03,0.20,10000
6722,1.86E-02,4.20E-01,0.20,1750
6723,5.44E-03,6.67E-02,0.20,7000
6724,3.23E-02,1.55E-01,0.20,1500
6725,3.08E-03,1.84E-01,0.20,1925
6726,9.96E-01,2.16E-03,0.20,15000
6727,2.28E-04,1.25E-01,0.20,12000
6728,3.92E-04,3.50E-01,0.20,6000
6729,1.60E-02,1.85E-01,0.20,8800
6730,2.26E-01,2.66E-01,0.20,20000
6731,9.96E-01,4.94E-01,0.20,8875
6732,4.24E-02,1.13E-01,0.20,1400
6733,3.56E-02,6.47E-02,0.20,12000
6734,9.91E-01,3.42E-01,0.20,20000
6735,5.10E-04,6.87E-02,0.20,2375
6736,1.00E-01,2.78E-02,0.20,12000
6737,1.10E-03,2.49E-01,0.20,6000
6738,1.59E-01,1.66E-01,0.20,6000
6739,2.28E-02,1.83E-01,0.20,20000
6740,3.93E-06,8.05E-02,0.20,3600
6741,8.50E-02,1.33E-01,0.20,10000
6742,1.73E-01,1.75E-01,0.20,5100
6743,9.97E-01,4.56E-01,0.20,9250
6744,4.97E-02,3.23E-01,0.20,10000
6745,2.21E-01,2.11E-01,0.20,1800
6746,1.12E-01,2.64E-01,0.20,10800
6747,1.76E-01,2.93E-01,0.20,4000
6748,6.57E-02,2.11E-01,0.20,7200
6749,4.15E-01,3.21E-01,0.20,1600
6750,7.07E-04,3.23E-02,0.20,4000
6751,6.87E-02,3.44E-01,0.20,7200
6752,2.41E-02,3.40E-01,0.20,7000
6753,2.00E-02,2.29E-01,0.20,12000
6754,2.14E-02,3.14E-01,0.20,13500
6755,5.29E-02,2.71E-01,0.20,10000
6756,4.57E-05,5.81E-02,0.20,3800
6757,2.75E-03,2.40E-01,0.20,2400
6758,9.91E-01,2.21E-01,0.20,12000
6759,3.43E-01,1.60E-01,0.20,10000
6760,1.67E-02,3.90E-02,0.20,21000
6761,3.04E-03,4.41E-01,0.20,5500
6762,9.99E-01,4.56E-01,0.20,15000
6763,2.75E-04,5.22E-02,0.20,3025
6764,1.34E-01,1.38E-01,0.20,2800
6765,1.42E-01,1.45E-01,0.20,17000
6766,1.98E-01,4.06E-01,0.20,5500
6767,1.14E-02,9.91E-02,0.20,5600
6768,4.93E-02,1.65E-01,0.20,9000
6769,3.47E-02,4.07E-01,0.20,6000
6770,1.98E-02,1.26E-02,0.20,15000
6771,1.53E-02,2.92E-01,0.20,8700
6772,2.63E-04,3.27E-01,0.20,11000
6773,9.86E-01,3.72E-01,0.20,1500
6774,2.71E-01,4.00E-01,0.20,7200
6775,9.91E-01,5.24E-01,0.20,18000
6776,1.10E-01,1.85E-02,0.20,10000
6777,7.28E-03,4.00E-02,0.20,6000
6778,4.46E-02,2.96E-01,0.20,7000
6779,4.55E-02,1.85E-01,0.20,5000
6780,9.92E-01,4.61E-01,0.20,8000
6781,4.61E-02,3.12E-01,0.20,5600
6782,4.03E-04,1.20E-04,0.20,20000
6783,1.56E-01,1.62E-01,0.20,6500
6784,9.91E-01,1.68E-01,0.20,16500
6785,9.24E-02,2.83E-01,0.20,20050
6786,1.41E-02,1.78E-01,0.20,5600
6787,1.87E-03,8.87E-02,0.20,9000
6788,1.42E-01,4.12E-01,0.20,8000
6789,9.98E-01,5.17E-01,0.20,12000
6790,1.48E-01,1.05E-01,0.20,6000
6791,2.30E-02,3.12E-01,0.20,10000
6792,1.32E-02,1.52E-01,0.20,19000
6793,1.99E-02,3.65E-01,0.20,9500
6794,9.99E-01,5.16E-01,0.20,7800
6795,3.76E-01,4.51E-01,0.20,9500
6796,1.86E-01,3.69E-01,0.20,6300
6797,1.70E-02,1.99E-01,0.20,11500
6798,9.98E-01,3.35E-01,0.20,14000
6799,1.01E-01,1.03E-01,0.20,5000
6800,4.31E-03,1.56E-01,0.20,22000
6801,1.31E-01,1.40E-01,0.20,3500
6802,1.28E-02,7.30E-02,0.20,6400
6803,9.94E-01,5.09E-01,0.20,18000
6804,3.05E-02,3.09E-01,0.20,5700
6805,1.39E-01,7.61E-02,0.20,8000
6806,2.89E-02,2.16E-01,0.20,3000
6807,2.46E-02,1.65E-02,0.20,7000
6808,1.22E-01,3.13E-02,0.20,12000
6809,4.32E-01,7.82E-02,0.20,5000
6810,9.59E-02,3.23E-01,0.20,4800
6811,1.49E-01,1.39E-01,0.20,9000
6812,3.71E-02,4.28E-02,0.20,6000
6813,9.93E-01,4.33E-01,0.20,4750
6814,1.77E-02,1.84E-01,0.20,24000
6815,4.60E-01,3.19E-01,0.20,5000
6816,1.48E-01,1.16E-01,0.20,5875
6817,8.15E-01,1.44E-01,0.20,1400
6818,1.13E-01,1.49E-02,0.20,9800
6819,9.94E-01,3.34E-01,0.20,6000
6820,9.97E-01,5.04E-01,0.20,11500
6821,5.43E-04,5.28E-01,0.20,20000
6822,7.72E-01,4.00E-01,0.20,3000
6823,9.98E-01,1.30E-01,0.20,3500
6824,8.20E-05,2.00E-02,0.20,6000
6825,3.81E-02,1.53E-01,0.20,3000
6826,1.62E-02,2.95E-01,0.20,10750
6827,1.53E-02,2.64E-01,0.20,7375
6828,9.30E-01,2.32E-01,0.20,1600
6829,1.46E-02,2.06E-01,0.20,4000
6830,3.34E-01,3.52E-04,0.20,18000
6831,7.71E-02,2.50E-01,0.20,9000
6832,2.43E-01,2.26E-02,0.20,10000
6833,5.45E-02,2.99E-01,0.20,6925
6834,9.15E-01,3.41E-01,0.20,15000
6835,4.22E-02,1.94E-01,0.20,4800
6836,1.53E-01,2.73E-01,0.20,2400
6837,1.48E-01,3.18E-02,0.20,5000
6838,5.91E-05,1.82E-01,0.20,13150
6839,4.26E-05,3.37E-01,0.20,9200
6840,1.76E-02,6.26E-02,0.20,7500
6841,9.65E-02,3.33E-01,0.20,20000
6842,1.62E-01,3.04E-01,0.20,4500
6843,6.49E-04,9.82E-03,0.20,21000
6844,1.32E-01,3.97E-01,0.20,15000
6845,9.16E-02,3.31E-01,0.20,11000
6846,1.27E-02,9.13E-02,0.20,5900
6847,8.40E-04,9.63E-02,0.20,10000
6848,3.84E-03,3.83E-02,0.20,6500
6849,3.31E-04,8.57E-02,0.20,5000
6850,9.98E-01,5.77E-01,0.20,14850
6851,2.13E-04,1.92E-01,0.20,16800
6852,3.83E-02,1.04E-01,0.20,10000
6853,1.23E-03,1.29E-01,0.20,4000
6854,1.55E-01,2.46E-01,0.20,5000
6855,1.00E+00,5.08E-01,0.20,7200
6856,1.00E+00,4.19E-01,0.20,3000
6857,9.95E-01,4.28E-01,0.20,17500
6858,2.08E-01,2.02E-01,0.20,7500
6859,1.13E-02,9.71E-10,0.20,2500
6860,3.70E-02,6.48E-02,0.20,3300
6861,9.99E-01,4.98E-01,0.20,5375
6862,1.50E-01,3.61E-01,0.20,6000
6863,6.33E-02,1.82E-01,0.20,7500
6864,8.75E-03,3.33E-01,0.20,23750
6865,3.45E-02,2.90E-01,0.20,20000
6866,3.04E-02,3.55E-01,0.20,5000
6867,9.93E-01,4.46E-01,0.20,4000
6868,3.32E-02,1.57E-01,0.20,2400
6869,1.00E+00,4.04E-01,0.20,2250
6870,4.67E-04,2.92E-01,0.20,5300
6871,9.98E-01,4.63E-01,0.20,4500
6872,1.13E-02,5.94E-02,0.20,10000
6873,9.98E-01,4.73E-01,0.20,9000
6874,7.99E-03,1.45E-01,0.20,6000
6875,3.59E-04,2.71E-01,0.20,8000
6876,2.37E-03,4.34E-02,0.20,5000
6877,1.97E-01,3.64E-01,0.20,11500
6878,5.71E-02,3.56E-01,0.20,15250
6879,2.12E-03,1.24E-03,0.20,9000
6880,1.95E-01,2.91E-01,0.20,3000
6881,9.58E-01,3.98E-01,0.20,12000
6882,4.06E-05,3.35E-02,0.20,7000
6883,6.02E-02,8.74E-02,0.20,3500
6884,8.38E-02,2.69E-01,0.20,5000
6885,3.27E-02,4.88E-04,0.20,9400
6886,5.93E-01,4.95E-02,0.20,15000
6887,6.92E-01,3.56E-01,0.20,3500
6888,8.88E-05,1.29E-01,0.20,1000
6889,3.61E-03,8.33E-02,0.20,6000
6890,9.98E-01,2.61E-01,0.20,5000
6891,9.83E-01,9.13E-03,0.20,2500
6892,4.25E-03,1.32E-01,0.20,5000
6893,2.91E-03,6.57E-03,0.20,9600
6894,9.99E-01,4.09E-01,0.20,2000
6895,7.24E-02,3.64E-01,0.20,25000
6896,8.11E-02,5.04E-01,0.20,10000
6897,6.12E-02,2.16E-01,0.20,3000
6898,5.54E-02,1.60E-01,0.20,1800
6899,9.80E-01,9.77E-02,0.20,20000
6900,7.93E-02,1.45E-01,0.20,3000
6901,7.90E-02,2.21E-04,0.20,25000
6902,2.71E-01,1.38E-01,0.20,5000
6903,2.67E-05,4.66E-02,0.20,9000
6904,3.26E-02,1.47E-01,0.20,16000
6905,1.98E-03,8.51E-02,0.20,7200
6906,9.59E-02,1.85E-01,0.20,3600
6907,3.03E-01,4.24E-01,0.20,8875
6908,8.93E-01,3.52E-01,0.20,2000
6909,2.99E-01,8.43E-02,0.20,6800
6910,1.00E-03,1.03E-02,0.20,12000
6911,4.38E-01,3.33E-01,0.20,3000
6912,2.20E-04,7.24E-03,0.20,5600
6913,1.87E-02,6.25E-06,0.20,35000
6914,6.86E-02,1.63E-01,0.20,2000
6915,9.95E-01,2.34E-01,0.20,15000
6916,9.98E-01,5.60E-01,0.20,25000
6917,7.26E-01,3.59E-01,0.20,2000
6918,9.66E-01,2.70E-01,0.20,3500
6919,5.77E-02,5.80E-02,0.20,15000
6920,4.02E-04,2.85E-01,0.20,3400
6921,5.78E-04,2.31E-01,0.20,13750
6922,1.26E-01,1.73E-01,0.20,4000
6923,1.92E-01,4.50E-01,0.20,6000
6924,4.96E-04,1.45E-01,0.20,6000
6925,2.60E-05,8.42E-03,0.20,6275
6926,9.98E-01,5.01E-01,0.20,8000
6927,8.94E-03,1.69E-02,0.20,6000
6928,8.36E-02,1.09E-01,0.20,6000
6929,1.84E-02,1.49E-01,0.20,6300
6930,1.21E-01,1.64E-01,0.20,14200
6931,2.08E-01,1.90E-01,0.20,14000
6932,1.77E-02,2.18E-01,0.20,10000
6933,8.38E-02,2.02E-01,0.20,5875
6934,8.43E-04,5.46E-02,0.20,5000
6935,3.81E-02,2.06E-02,0.20,6400
6936,1.41E-02,6.03E-02,0.20,20000
6937,5.03E-03,2.74E-01,0.20,6000
6938,4.34E-02,2.66E-01,0.20,7500
6939,9.69E-01,3.12E-01,0.20,9600
6940,5.74E-03,5.24E-02,0.20,11025
6941,1.00E+00,6.02E-01,0.20,13000
6942,9.40E-05,3.99E-01,0.20,6000
6943,3.82E-01,2.81E-01,0.20,8600
6944,6.72E-02,3.34E-02,0.20,6975
6945,1.45E-02,1.50E-01,0.20,2600
6946,1.52E-02,4.02E-02,0.20,5600
6947,9.99E-01,6.07E-01,0.20,25000
6948,1.56E-01,2.84E-02,0.20,2000
6949,2.87E-02,4.15E-01,0.20,18000
6950,6.55E-02,1.23E-01,0.20,6500
6951,6.65E-03,1.65E-03,0.20,6000
6952,9.99E-01,5.02E-01,0.20,11450
6953,5.11E-02,3.01E-01,0.20,11000
6954,5.61E-03,2.32E-01,0.20,5000
6955,4.34E-03,1.12E-01,0.20,7000
6956,4.09E-03,1.80E-01,0.20,13200
6957,1.07E-02,1.48E-01,0.20,2500
6958,4.58E-02,9.36E-02,0.20,2500
6959,2.19E-02,1.78E-01,0.20,7000
6960,9.71E-01,2.01E-01,0.20,25000
6961,1.22E-01,1.56E-01,0.20,12000
6962,4.87E-03,2.66E-01,0.20,5600
6963,1.07E-01,2.08E-01,0.20,10000
6964,7.58E-03,2.64E-01,0.20,15000
6965,2.88E-03,2.10E-01,0.20,8000
6966,1.10E-02,2.36E-02,0.20,11200
6967,2.55E-03,5.49E-02,0.20,9600
6968,3.31E-02,2.04E-01,0.20,8000
6969,7.51E-02,1.73E-01,0.20,5000
6970,6.65E-02,3.04E-01,0.20,10000
6971,5.10E-02,9.34E-02,0.20,4000
6972,1.18E-01,4.64E-02,0.20,3000
6973,4.03E-02,1.62E-01,0.20,3000
6974,9.83E-03,9.30E-02,0.20,3200
6975,6.23E-02,2.54E-02,0.20,10000
6976,9.96E-01,1.27E-01,0.20,8000
6977,7.71E-03,3.27E-02,0.20,6000
6978,4.19E-02,3.08E-01,0.20,6000
6979,9.96E-01,3.19E-01,0.20,14000
6980,2.89E-02,1.11E-02,0.20,7000
6981,2.50E-04,1.31E-02,0.20,4800
6982,2.71E-01,5.74E-02,0.20,7000
6983,9.93E-01,4.96E-01,0.20,15000
6984,2.02E-02,6.69E-04,0.20,7000
6985,1.94E-01,3.07E-01,0.20,20000
6986,7.97E-05,1.82E-01,0.20,1000
6987,9.99E-01,7.21E-01,0.20,25000
6988,7.14E-02,2.96E-01,0.20,5600
6989,5.39E-02,2.74E-01,0.20,9000
6990,2.95E-02,1.65E-01,0.20,12000
6991,1.75E-03,3.37E-01,0.20,5000
6992,2.19E-04,1.14E-01,0.20,8000
6993,2.38E-02,2.07E-01,0.20,12000
6994,9.99E-01,5.57E-01,0.20,12000
6995,2.70E-03,3.34E-01,0.20,2975
6996,6.77E-04,5.17E-01,0.20,12000
6997,2.85E-04,2.89E-01,0.20,15000
6998,8.12E-02,1.81E-01,0.20,4000
6999,6.90E-02,1.73E-01,0.20,8000
7000,3.22E-02,3.18E-02,0.20,5000
7001,4.06E-02,1.79E-01,0.20,6500
7002,8.37E-02,1.49E-01,0.20,11200
7003,5.39E-02,2.36E-01,0.20,2600
7004,1.90E-03,2.90E-01,0.20,20000
7005,9.28E-01,9.10E-02,0.20,6000
7006,2.15E-01,3.37E-01,0.20,5000
7007,1.94E-02,1.20E-01,0.20,4000
7008,1.00E+00,4.72E-01,0.20,24000
7009,9.68E-01,1.50E-01,0.20,6000
7010,9.52E-01,5.72E-02,0.20,10000
7011,2.47E-03,3.47E-01,0.20,2400
7012,2.77E-02,1.79E-01,0.20,6000
7013,4.95E-01,6.35E-01,0.20,20000
7014,4.51E-02,2.42E-01,0.20,12000
7015,2.33E-02,2.03E-01,0.20,25000
7016,1.35E-02,2.01E-01,0.20,4075
7017,4.68E-03,4.91E-02,0.20,10000
7018,1.70E-04,5.93E-01,0.20,24375
7019,1.64E-02,2.43E-01,0.20,8375
7020,7.17E-03,2.83E-01,0.20,6400
7021,3.44E-04,3.28E-01,0.20,12000
7022,3.00E-02,1.75E-03,0.20,35000
7023,1.61E-01,6.54E-02,0.20,1350
7024,1.02E-03,2.95E-01,0.20,10000
7025,6.59E-02,9.22E-02,0.20,5000
7026,1.49E-04,4.31E-03,0.20,5000
7027,7.03E-01,2.97E-01,0.20,1000
7028,9.94E-01,4.98E-01,0.20,8000
7029,3.46E-04,1.24E-01,0.20,10000
7030,2.66E-03,2.09E-01,0.20,2000
7031,3.96E-01,2.90E-01,0.20,23000
7032,5.36E-02,2.64E-01,0.20,15000
7033,9.00E-02,3.16E-01,0.20,4650
7034,2.55E-01,1.26E-02,0.20,15000
7035,9.89E-01,4.64E-01,0.20,10000
7036,9.89E-03,3.26E-01,0.20,8500
7037,2.17E-02,3.72E-01,0.20,14000
7038,9.91E-01,5.34E-01,0.20,24000
7039,1.20E-01,8.33E-02,0.20,6800
7040,2.46E-02,4.19E-01,0.20,4500
7041,9.87E-01,6.07E-01,0.20,18500
7042,3.12E-02,1.10E-01,0.20,1200
7043,1.25E-01,3.86E-01,0.20,7000
7044,4.10E-02,2.13E-01,0.20,15000
7045,5.60E-02,1.99E-01,0.20,6600
7046,9.98E-01,5.48E-01,0.20,10000
7047,2.56E-01,3.86E-02,0.20,8400
7048,7.73E-02,3.99E-01,0.20,11500
7049,4.36E-03,4.96E-02,0.20,12000
7050,6.15E-02,4.19E-01,0.20,10000
7051,5.55E-05,1.64E-01,0.20,15000
7052,5.69E-02,3.31E-01,0.20,4000
7053,1.09E-03,2.69E-01,0.20,12000
7054,9.38E-02,1.80E-01,0.20,9600
7055,9.92E-01,3.15E-01,0.20,4800
7056,1.13E-02,1.05E-01,0.20,4500
7057,2.65E-02,5.32E-02,0.20,18000
7058,9.92E-01,4.64E-01,0.20,9250
7059,7.07E-02,2.12E-02,0.20,9000
7060,5.42E-02,3.50E-01,0.20,12000
7061,2.08E-02,5.80E-03,0.20,3500
7062,9.99E-01,5.26E-01,0.20,15000
7063,1.00E+00,4.66E-01,0.20,3250
7064,9.93E-01,4.73E-01,0.20,14125
7065,6.09E-02,8.93E-02,0.20,7200
7066,7.16E-03,8.19E-02,0.20,5300
7067,2.08E-02,1.63E-02,0.20,5000
7068,2.22E-02,3.14E-02,0.20,7500
7069,5.48E-02,4.06E-02,0.20,7000
7070,1.84E-03,1.23E-01,0.20,6500
7071,9.91E-01,4.74E-01,0.20,8500
7072,9.60E-01,4.26E-01,0.20,15000
7073,9.61E-02,1.73E-01,0.20,5000
7074,8.05E-02,3.57E-01,0.20,10000
7075,2.55E-01,2.20E-01,0.20,2400
7076,3.01E-02,1.43E-01,0.20,4000
7077,9.98E-01,4.64E-01,0.20,10000
7078,3.17E-02,1.85E-01,0.20,5000
7079,2.27E-02,9.16E-02,0.20,14400
7080,6.99E-02,2.20E-01,0.20,4000
7081,4.59E-02,1.92E-01,0.20,6000
7082,2.42E-02,3.05E-01,0.20,10000
7083,2.48E-03,2.15E-01,0.20,1000
7084,1.46E-02,1.99E-01,0.20,9600
7085,1.71E-02,1.43E-01,0.20,15000
7086,2.97E-03,7.00E-02,0.20,9000
7087,8.82E-02,7.77E-02,0.20,4000
7088,2.49E-01,4.06E-01,0.20,4000
7089,4.28E-02,6.38E-04,0.20,2000
7090,3.30E-02,9.76E-02,0.20,1800
7091,1.84E-02,3.52E-02,0.20,5000
7092,3.17E-04,8.27E-04,0.20,9000
7093,2.34E-02,2.21E-01,0.20,1800
7094,1.09E-01,2.96E-01,0.20,8500
7095,3.11E-02,2.66E-01,0.20,12000
7096,3.61E-04,3.97E-01,0.20,15000
7097,3.09E-03,1.77E-01,0.20,6000
7098,7.15E-02,3.71E-02,0.20,15200
7099,8.72E-04,2.33E-01,0.20,9600
7100,1.11E-01,6.33E-02,0.20,4200
7101,9.69E-02,1.74E-01,0.20,9000
7102,6.66E-02,2.69E-01,0.20,5000
7103,9.93E-01,5.17E-01,0.20,12000
7104,1.83E-01,1.86E-01,0.20,2000
7105,9.64E-01,4.17E-01,0.20,12000
7106,5.08E-04,3.32E-01,0.20,2500
7107,2.62E-04,1.00E-02,0.20,9800
7108,2.66E-02,3.06E-01,0.20,12000
7109,3.10E-01,3.85E-01,0.20,13000
7110,9.79E-01,1.10E-01,0.20,5000
7111,4.26E-02,1.58E-02,0.20,8500
7112,6.83E-06,5.32E-02,0.20,7000
7113,7.83E-03,2.75E-01,0.20,5000
7114,1.11E-01,3.03E-01,0.20,5800
7115,2.20E-02,2.22E-01,0.20,7500
7116,7.94E-02,1.53E-01,0.20,3600
7117,2.45E-02,2.77E-01,0.20,8000
7118,2.86E-01,3.92E-01,0.20,1600
7119,1.51E-02,3.31E-02,0.20,5000
7120,1.40E-01,3.04E-01,0.20,7750
7121,1.77E-03,3.93E-01,0.20,5000
7122,1.42E-02,8.30E-02,0.20,9600
7123,3.91E-02,2.96E-01,0.20,1400
7124,9.61E-01,2.99E-01,0.20,20000
7125,9.81E-01,3.99E-02,0.20,24250
7126,6.08E-02,1.73E-01,0.20,8000
7127,6.83E-03,1.36E-01,0.20,18600
7128,1.92E-02,6.05E-02,0.20,12000
7129,5.81E-02,1.05E-03,0.20,12000
7130,6.52E-02,1.60E-01,0.20,8000
7131,2.46E-04,1.24E-01,0.20,10000
7132,6.51E-04,3.04E-01,0.20,9500
7133,3.19E-02,2.63E-01,0.20,8000
7134,5.54E-02,3.41E-01,0.20,12000
7135,8.98E-03,1.11E-02,0.20,5500
7136,4.57E-03,1.32E-04,0.20,19600
7137,3.06E-02,1.19E-01,0.20,2000
7138,3.18E-01,4.51E-01,0.20,1200
7139,3.16E-04,2.83E-01,0.20,14000
7140,8.78E-02,1.78E-02,0.20,2400
7141,2.38E-04,3.34E-02,0.20,10000
7142,2.24E-02,1.38E-02,0.20,28000
7143,1.95E-01,2.37E-01,0.20,3000
7144,3.68E-03,9.44E-02,0.20,6000
7145,5.29E-04,1.33E-01,0.20,7000
7146,1.30E-01,3.14E-01,0.20,4000
7147,5.18E-03,1.15E-03,0.20,2600
7148,1.41E-02,1.42E-01,0.20,2000
7149,9.96E-01,3.78E-01,0.20,12000
7150,8.96E-03,8.72E-02,0.20,12000
7151,7.18E-02,2.88E-01,0.20,7000
7152,2.73E-02,1.32E-02,0.20,20000
7153,7.04E-02,3.43E-01,0.20,2500
7154,2.64E-02,1.13E-01,0.20,9000
7155,9.50E-06,2.79E-01,0.20,10000
7156,3.25E-02,2.05E-01,0.20,10000
7157,1.29E-02,1.14E-03,0.20,12000
7158,6.47E-02,1.10E-01,0.20,9500
7159,4.69E-02,2.01E-01,0.20,10000
7160,6.73E-02,3.47E-01,0.20,15000
7161,1.05E-02,2.19E-01,0.20,10000
7162,2.35E-02,2.63E-01,0.20,7500
7163,2.58E-01,3.82E-01,0.20,4125
7164,3.21E-02,3.48E-01,0.20,10000
7165,3.24E-02,6.75E-02,0.20,7500
7166,1.34E-01,3.21E-01,0.20,10000
7167,6.79E-03,1.11E-01,0.20,10000
7168,9.31E-02,3.42E-02,0.20,7200
7169,4.92E-05,9.03E-02,0.20,1000
7170,8.13E-01,4.25E-01,0.20,8000
7171,1.09E-01,3.37E-01,0.20,5000
7172,6.36E-02,3.85E-03,0.20,25000
7173,4.65E-01,3.01E-01,0.20,10000
7174,2.31E-03,2.14E-01,0.20,5550
7175,8.54E-02,2.55E-01,0.20,13400
7176,8.21E-02,1.14E-01,0.20,10000
7177,3.81E-01,3.91E-01,0.20,8325
7178,2.54E-02,2.47E-01,0.20,19800
7179,1.97E-01,3.99E-02,0.20,25000
7180,6.28E-04,1.90E-01,0.20,28000
7181,2.14E-02,3.96E-02,0.20,20000
7182,1.82E-03,3.77E-02,0.20,4000
7183,6.94E-02,3.55E-01,0.20,6000
7184,2.99E-02,3.00E-02,0.20,12000
7185,4.71E-02,1.03E-01,0.20,8000
7186,4.38E-02,1.87E-02,0.20,12000
7187,2.10E-01,2.91E-01,0.20,3000
7188,1.52E-03,1.29E-01,0.20,4000
7189,4.75E-02,8.72E-02,0.20,12000
7190,1.84E-02,1.39E-01,0.20,1000
7191,1.00E+00,1.46E-01,0.20,9500
7192,2.65E-02,2.79E-01,0.20,10000
7193,1.13E-02,5.58E-01,0.20,18000
7194,7.35E-02,4.91E-01,0.20,8000
7195,3.09E-03,7.46E-02,0.20,3200
7196,9.00E-04,1.50E-01,0.20,4500
7197,9.98E-01,4.16E-01,0.20,15000
7198,6.65E-03,1.05E-03,0.20,15000
7199,8.57E-04,1.86E-01,0.20,2000
7200,4.46E-03,4.07E-01,0.20,11000
7201,6.97E-03,1.92E-03,0.20,12000
7202,1.33E-04,2.96E-01,0.20,7000
7203,9.64E-01,2.15E-01,0.20,2800
7204,4.93E-02,1.36E-01,0.20,9325
7205,2.44E-02,6.65E-02,0.20,10000
7206,9.72E-02,8.57E-02,0.20,5000
7207,3.72E-01,2.70E-01,0.20,2000
7208,6.99E-01,2.80E-01,0.20,4000
7209,9.78E-01,1.09E-01,0.20,5000
7210,3.28E-05,3.02E-01,0.20,10000
7211,9.97E-01,4.45E-01,0.20,10800
7212,2.54E-01,4.64E-01,0.20,10000
7213,4.43E-02,4.48E-01,0.20,7500
7214,4.05E-02,1.48E-02,0.20,4800
7215,3.75E-01,1.24E-01,0.20,2100
7216,3.73E-02,5.68E-02,0.20,5000
7217,5.30E-02,3.36E-01,0.20,10625
7218,2.94E-01,2.67E-01,0.20,3000
7219,1.94E-02,1.44E-02,0.20,14000
7220,1.21E-02,9.19E-02,0.20,3000
7221,1.54E-01,1.21E-01,0.20,5000
7222,9.99E-01,4.34E-01,0.20,3175
7223,9.35E-01,2.48E-01,0.20,10000
7224,7.72E-01,2.49E-01,0.20,2500
7225,9.77E-01,1.51E-01,0.20,6000
7226,2.21E-03,7.38E-02,0.20,8400
7227,9.96E-01,4.70E-01,0.20,8875
7228,7.81E-05,6.00E-02,0.20,8000
7229,1.04E-01,2.29E-01,0.20,6000
7230,9.99E-01,5.23E-01,0.20,14500
7231,9.16E-01,5.30E-01,0.20,19500
7232,2.46E-02,1.20E-01,0.20,4000
7233,8.75E-01,2.60E-01,0.20,1500
7234,9.06E-01,2.99E-01,0.20,30000
7235,1.39E-01,2.76E-01,0.20,25000
7236,6.42E-02,2.37E-01,0.20,9000
7237,9.24E-03,3.52E-01,0.20,10800
7238,9.82E-01,4.96E-02,0.20,4800
7239,6.85E-03,2.34E-03,0.20,11200
7240,6.92E-04,2.07E-01,0.20,2500
7241,1.00E+00,4.77E-01,0.20,4800
7242,4.68E-04,2.12E-01,0.20,6600
7243,2.35E-01,1.62E-05,0.20,25000
7244,8.81E-01,4.55E-01,0.20,7000
7245,1.61E-02,6.00E-02,0.20,12000
7246,3.01E-04,7.67E-02,0.20,5000
7247,6.23E-01,3.39E-01,0.20,8500
7248,5.93E-04,1.00E-01,0.20,18000
7249,4.60E-02,5.82E-02,0.20,6000
7250,3.95E-02,2.02E-01,0.20,6000
7251,2.94E-03,2.48E-01,0.20,2800
7252,1.81E-04,8.54E-02,0.20,8000
7253,9.93E-01,3.80E-01,0.20,20000
7254,2.48E-01,3.99E-01,0.20,7500
7255,2.04E-04,1.15E-01,0.20,17000
7256,1.18E-03,3.49E-01,0.20,7000
7257,5.82E-03,1.11E-02,0.20,5000
7258,5.74E-03,1.95E-02,0.20,7000
7259,1.79E-01,2.44E-01,0.20,1200
7260,2.51E-04,2.47E-01,0.20,12250
7261,4.03E-03,4.15E-01,0.20,4500
7262,1.99E-01,4.00E-01,0.20,4650
7263,1.02E-02,4.15E-01,0.20,5500
7264,3.37E-02,1.90E-01,0.20,15000
7265,1.19E-05,1.82E-01,0.20,4800
7266,2.42E-02,5.76E-02,0.20,15000
7267,1.20E-04,1.32E-01,0.20,1200
7268,1.79E-01,3.85E-01,0.20,1200
7269,2.48E-02,1.08E-01,0.20,18000
7270,3.99E-02,1.62E-01,0.20,8000
7271,2.11E-02,1.14E-01,0.20,7600
7272,1.20E-01,5.17E-01,0.20,12000
7273,4.37E-03,2.99E-01,0.20,3000
7274,8.96E-01,3.49E-01,0.20,5500
7275,2.90E-04,1.83E-01,0.20,1800
7276,1.30E-02,5.66E-02,0.20,8000
7277,2.10E-01,2.78E-01,0.20,2400
7278,4.57E-02,2.64E-01,0.20,15000
7279,9.09E-05,5.20E-02,0.20,3000
7280,9.97E-01,6.89E-01,0.20,20000
