,gbt_prob_default,lr_prob_default,lgd,loan_amnt
685,7.00E+00,4.19E-01,0.2,3000
685,7.99E+00,4.28E-01,0.2,17500
685,8.21E+00,2.02E-01,0.2,7500
685,9.11E-01,9.71E-10,0.2,2500
686,3.70E-02,6.48E-02,0.2,3300
686,2.00E+00,4.98E-01,0.2,5375
686,2.15E+00,3.61E-01,0.2,6000
686,3.63E-01,1.82E-01,0.2,7500
686,4.88E-02,3.33E-01,0.2,23750
686,5.35E-01,2.90E-01,0.2,20000
686,6.30E-01,3.55E-01,0.2,5000
686,7.99E+00,4.46E-01,0.2,4000
686,8.33E-01,1.57E-01,0.2,2400
686,1.00E+01,4.04E-01,0.2,2250
687,4.67E-04,2.92E-01,0.2,5300
687,2.00E+00,4.63E-01,0.2,4500
687,2.11E-01,5.94E-02,0.2,10000
687,4.00E+00,4.73E-01,0.2,9000
687,4.80E-02,1.45E-01,0.2,6000
687,5.36E-03,2.71E-01,0.2,8000
687,6.24E-02,4.34E-02,0.2,5000
687,7.20E+00,3.64E-01,0.2,11500
687,8.57E-01,3.56E-01,0.2,15250
687,9.21E-02,1.24E-03,0.2,9000
688,1.95E-01,2.91E-01,0.2,3000
688,1.96E+00,3.98E-01,0.2,12000
688,2.41E-04,3.35E-02,0.2,7000
688,3.60E-01,8.74E-02,0.2,3500
688,4.84E-01,2.69E-01,0.2,5000
688,5.33E-01,4.88E-04,0.2,9400
688,6.59E+00,4.95E-02,0.2,15000
688,7.69E+00,3.56E-01,0.2,3500
688,8.89E-04,1.29E-01,0.2,1000
688,9.36E-02,8.33E-02,0.2,6000
689,9.98E-01,2.61E-01,0.2,5000
689,1.98E+00,9.13E-03,0.2,2500
689,2.43E-02,1.32E-01,0.2,5000
689,3.29E-02,6.57E-03,0.2,9600
689,5.00E+00,4.09E-01,0.2,2000
689,5.72E-01,3.64E-01,0.2,25000
689,6.81E-01,5.04E-01,0.2,10000
689,7.61E-01,2.16E-01,0.2,3000
689,8.55E-01,1.60E-01,0.2,1800
689,9.98E+00,9.77E-02,0.2,20000
690,7.93E-02,1.45E-01,0.2,3000
690,1.79E-01,2.21E-04,0.2,25000
690,2.27E+00,1.38E-01,0.2,5000
690,3.27E-04,4.66E-02,0.2,9000
690,4.33E-01,1.47E-01,0.2,16000
690,5.20E-02,8.51E-02,0.2,7200
690,6.96E-01,1.85E-01,0.2,3600
690,7.30E+00,4.24E-01,0.2,8875
690,8.89E+00,3.52E-01,0.2,2000
690,9.30E+00,8.43E-02,0.2,6800
691,1.00E-03,1.03E-02,0.2,12000
691,1.44E+00,3.33E-01,0.2,3000
691,2.22E-03,7.24E-03,0.2,5600
691,3.19E-01,6.25E-06,0.2,35000
691,4.69E-01,1.63E-01,0.2,2000
691,6.00E+00,2.34E-01,0.2,15000
691,7.00E+00,5.60E-01,0.2,25000
691,7.73E+00,3.59E-01,0.2,2000
691,8.97E+00,2.70E-01,0.2,3500
691,9.58E-01,5.80E-02,0.2,15000
692,4.02E-04,2.85E-01,0.2,3400
692,1.58E-03,2.31E-01,0.2,13750
692,2.13E+00,1.73E-01,0.2,4000
692,3.19E+00,4.50E-01,0.2,6000
692,4.50E-03,1.45E-01,0.2,6000
692,5.26E-04,8.42E-03,0.2,6275
692,7.00E+00,5.01E-01,0.2,8000
692,7.89E-02,1.69E-02,0.2,6000
692,8.84E-01,1.09E-01,0.2,6000
692,9.18E-01,1.49E-01,0.2,6300
693,1.21E-01,1.64E-01,0.2,14200
693,1.21E+00,1.90E-01,0.2,14000
693,2.18E-01,2.18E-01,0.2,10000
693,3.84E-01,2.02E-01,0.2,5875
693,4.84E-03,5.46E-02,0.2,5000
693,5.38E-01,2.06E-02,0.2,6400
693,6.14E-01,6.03E-02,0.2,20000
693,7.50E-02,2.74E-01,0.2,6000
693,8.43E-01,2.66E-01,0.2,7500
693,9.97E+00,3.12E-01,0.2,9600
694,5.74E-03,5.24E-02,0.2,11025
694,2.00E+00,6.02E-01,0.2,13000
694,2.94E-04,3.99E-01,0.2,6000
694,3.38E+00,2.81E-01,0.2,8600
694,4.67E-01,3.34E-02,0.2,6975
694,5.14E-01,1.50E-01,0.2,2600
694,6.15E-01,4.02E-02,0.2,5600
694,8.00E+00,6.07E-01,0.2,25000
694,8.16E+00,2.84E-02,0.2,2000
694,9.29E-01,4.15E-01,0.2,18000
695,6.55E-02,1.23E-01,0.2,6500
695,1.67E-02,1.65E-03,0.2,6000
695,3.00E+00,5.02E-01,0.2,11450
695,3.51E-01,3.01E-01,0.2,11000
695,4.56E-02,2.32E-01,0.2,5000
695,5.43E-02,1.12E-01,0.2,7000
695,6.41E-02,1.80E-01,0.2,13200
695,7.11E-01,1.48E-01,0.2,2500
695,8.46E-01,9.36E-02,0.2,2500
695,9.22E-01,1.78E-01,0.2,7000
696,9.71E-01,2.01E-01,0.2,25000
696,1.12E+00,1.56E-01,0.2,12000
696,2.49E-02,2.66E-01,0.2,5600
696,3.11E+00,2.08E-01,0.2,10000
696,4.76E-02,2.64E-01,0.2,15000
696,5.29E-02,2.10E-01,0.2,8000
696,6.11E-01,2.36E-02,0.2,11200
696,7.26E-02,5.49E-02,0.2,9600
696,8.33E-01,2.04E-01,0.2,8000
696,9.75E-01,1.73E-01,0.2,5000
697,6.65E-02,3.04E-01,0.2,10000
697,1.51E-01,9.34E-02,0.2,4000
697,2.12E+00,4.64E-02,0.2,3000
697,3.40E-01,1.62E-01,0.2,3000
697,4.98E-02,9.30E-02,0.2,3200
697,5.62E-01,2.54E-02,0.2,10000
697,7.00E+00,1.27E-01,0.2,8000
697,7.77E-02,3.27E-02,0.2,6000
697,8.42E-01,3.08E-01,0.2,6000
697,1.00E+01,3.19E-01,0.2,14000
698,2.89E-02,1.11E-02,0.2,7000
698,1.25E-03,1.31E-02,0.2,4800
698,2.27E+00,5.74E-02,0.2,7000
698,3.99E+00,4.96E-01,0.2,15000
698,4.20E-01,6.69E-04,0.2,7000
698,5.19E+00,3.07E-01,0.2,20000
698,6.80E-04,1.82E-01,0.2,1000
698,8.00E+00,7.21E-01,0.2,25000
698,8.71E-01,2.96E-01,0.2,5600
698,9.54E-01,2.74E-01,0.2,9000
699,2.95E-02,1.65E-01,0.2,12000
699,1.18E-02,3.37E-01,0.2,5000
699,2.22E-03,1.14E-01,0.2,8000
699,3.24E-01,2.07E-01,0.2,12000
699,5.00E+00,5.57E-01,0.2,12000
699,5.27E-02,3.34E-01,0.2,2975
699,6.68E-03,5.17E-01,0.2,12000
699,7.29E-03,2.89E-01,0.2,15000
699,8.81E-01,1.81E-01,0.2,4000
699,9.69E-01,1.73E-01,0.2,8000
700,3.22E-02,3.18E-02,0.2,5000
700,1.41E-01,1.79E-01,0.2,6500
700,2.84E-01,1.49E-01,0.2,11200
700,3.54E-01,2.36E-01,0.2,2600
700,4.19E-02,2.90E-01,0.2,20000
700,5.93E+00,9.10E-02,0.2,6000
700,6.22E+00,3.37E-01,0.2,5000
700,7.19E-01,1.20E-01,0.2,4000
700,9.00E+00,4.72E-01,0.2,24000
700,9.97E+00,1.50E-01,0.2,6000
701,9.52E-01,5.72E-02,0.2,10000
701,1.25E-02,3.47E-01,0.2,2400
701,2.28E-01,1.79E-01,0.2,6000
701,3.49E+00,6.35E-01,0.2,20000
701,4.45E-01,2.42E-01,0.2,12000
701,5.23E-01,2.03E-01,0.2,25000
701,6.14E-01,2.01E-01,0.2,4075
701,7.47E-02,4.91E-02,0.2,10000
701,8.17E-03,5.93E-01,0.2,24375
701,9.16E-01,2.43E-01,0.2,8375
702,7.17E-03,2.83E-01,0.2,6400
702,1.34E-03,3.28E-01,0.2,12000
702,2.30E-01,1.75E-03,0.2,35000
702,3.16E+00,6.54E-02,0.2,1350
702,4.10E-02,2.95E-01,0.2,10000
702,5.66E-01,9.22E-02,0.2,5000
702,6.15E-03,4.31E-03,0.2,5000
702,7.70E+00,2.97E-01,0.2,1000
702,8.99E+00,4.98E-01,0.2,8000
702,9.35E-03,1.24E-01,0.2,10000
703,2.66E-03,2.09E-01,0.2,2000
703,1.40E+00,2.90E-01,0.2,23000
703,2.54E-01,2.64E-01,0.2,15000
703,3.90E-01,3.16E-01,0.2,4650
703,4.26E+00,1.26E-02,0.2,15000
703,5.99E+00,4.64E-01,0.2,10000
703,6.99E-02,3.26E-01,0.2,8500
703,7.22E-01,3.72E-01,0.2,14000
703,8.99E+00,5.34E-01,0.2,24000
703,9.12E+00,8.33E-02,0.2,6800
704,2.46E-02,4.19E-01,0.2,4500
704,1.99E+00,6.07E-01,0.2,18500
704,2.31E-01,1.10E-01,0.2,1200
704,3.13E+00,3.86E-01,0.2,7000
704,4.41E-01,2.13E-01,0.2,15000
704,5.56E-01,1.99E-01,0.2,6600
704,7.00E+00,5.48E-01,0.2,10000
704,7.26E+00,3.86E-02,0.2,8400
704,8.77E-01,3.99E-01,0.2,11500
704,9.44E-02,4.96E-02,0.2,12000
705,6.15E-02,4.19E-01,0.2,10000
705,1.55E-04,1.64E-01,0.2,15000
705,2.57E-01,3.31E-01,0.2,4000
705,3.11E-02,2.69E-01,0.2,12000
705,4.94E-01,1.80E-01,0.2,9600
705,5.99E+00,3.15E-01,0.2,4800
705,6.11E-01,1.05E-01,0.2,4500
705,7.26E-01,5.32E-02,0.2,18000
705,8.99E+00,4.64E-01,0.2,9250
705,9.71E-01,2.12E-02,0.2,9000
706,5.42E-02,3.50E-01,0.2,12000
706,1.21E-01,5.80E-03,0.2,3500
706,3.00E+00,5.26E-01,0.2,15000
706,4.00E+00,4.66E-01,0.2,3250
706,4.99E+00,4.73E-01,0.2,14125
706,5.61E-01,8.93E-02,0.2,7200
706,6.72E-02,8.19E-02,0.2,5300
706,7.21E-01,1.63E-02,0.2,5000
706,8.22E-01,3.14E-02,0.2,7500
706,9.55E-01,4.06E-02,0.2,7000
707,1.84E-03,1.23E-01,0.2,6500
707,1.99E+00,4.74E-01,0.2,8500
707,2.96E+00,4.26E-01,0.2,15000
707,3.96E-01,1.73E-01,0.2,5000
707,4.80E-01,3.57E-01,0.2,10000
707,5.26E+00,2.20E-01,0.2,2400
707,6.30E-01,1.43E-01,0.2,4000
707,8.00E+00,4.64E-01,0.2,10000
707,8.32E-01,1.85E-01,0.2,5000
707,9.23E-01,9.16E-02,0.2,14400
708,6.99E-02,2.20E-01,0.2,4000
708,1.46E-01,1.92E-01,0.2,6000
708,2.24E-01,3.05E-01,0.2,10000
708,3.25E-02,2.15E-01,0.2,1000
708,4.15E-01,1.99E-01,0.2,9600
708,5.17E-01,1.43E-01,0.2,15000
708,6.30E-02,7.00E-02,0.2,9000
708,7.88E-01,7.77E-02,0.2,4000
708,8.25E+00,4.06E-01,0.2,4000
708,9.43E-01,6.38E-04,0.2,2000
709,3.30E-02,9.76E-02,0.2,1800
709,1.18E-01,3.52E-02,0.2,5000
709,2.32E-03,8.27E-04,0.2,9000
709,3.23E-01,2.21E-01,0.2,1800
709,4.11E+00,2.96E-01,0.2,8500
709,5.31E-01,2.66E-01,0.2,12000
709,6.36E-03,3.97E-01,0.2,15000
709,7.31E-02,1.77E-01,0.2,6000
709,8.71E-01,3.71E-02,0.2,15200
709,9.87E-03,2.33E-01,0.2,9600
710,1.11E-01,6.33E-02,0.2,4200
710,1.97E-01,1.74E-01,0.2,9000
710,2.67E-01,2.69E-01,0.2,5000
710,3.99E+00,5.17E-01,0.2,12000
710,4.18E+00,1.86E-01,0.2,2000
710,5.96E+00,4.17E-01,0.2,12000
710,6.51E-03,3.32E-01,0.2,2500
710,7.26E-03,1.00E-02,0.2,9800
710,8.27E-01,3.06E-01,0.2,12000
710,9.31E+00,3.85E-01,0.2,13000
711,9.79E-01,1.10E-01,0.2,5000
711,1.43E-01,1.58E-02,0.2,8500
711,2.68E-05,5.32E-02,0.2,7000
711,3.78E-02,2.75E-01,0.2,5000
711,4.11E+00,3.03E-01,0.2,5800
711,5.22E-01,2.22E-01,0.2,7500
711,6.79E-01,1.53E-01,0.2,3600
711,7.25E-01,2.77E-01,0.2,8000
711,8.29E+00,3.92E-01,0.2,1600
711,9.15E-01,3.31E-02,0.2,5000
712,1.40E-01,3.04E-01,0.2,7750
712,1.18E-02,3.93E-01,0.2,5000
712,2.14E-01,8.30E-02,0.2,9600
712,3.39E-01,2.96E-01,0.2,1400
712,4.96E+00,2.99E-01,0.2,20000
712,5.98E+00,3.99E-02,0.2,24250
712,6.61E-01,1.73E-01,0.2,8000
712,7.68E-02,1.36E-01,0.2,18600
712,8.19E-01,6.05E-02,0.2,12000
712,9.58E-01,1.05E-03,0.2,12000
713,6.52E-02,1.60E-01,0.2,8000
713,1.25E-03,1.24E-01,0.2,10000
713,2.65E-03,3.04E-01,0.2,9500
713,3.32E-01,2.63E-01,0.2,8000
713,4.55E-01,3.41E-01,0.2,12000
713,5.90E-02,1.11E-02,0.2,5500
713,6.46E-02,1.32E-04,0.2,19600
713,7.31E-01,1.19E-01,0.2,2000
713,8.32E+00,4.51E-01,0.2,1200
713,9.32E-03,2.83E-01,0.2,14000
714,8.78E-02,1.78E-02,0.2,2400
714,1.24E-03,3.34E-02,0.2,10000
714,2.22E-01,1.38E-02,0.2,28000
714,3.19E+00,2.37E-01,0.2,3000
714,4.37E-02,9.44E-02,0.2,6000
714,5.53E-03,1.33E-01,0.2,7000
714,6.13E+00,3.14E-01,0.2,4000
714,7.52E-02,1.15E-03,0.2,2600
714,8.14E-01,1.42E-01,0.2,2000
714,1.00E+01,3.78E-01,0.2,12000
715,8.96E-03,8.72E-02,0.2,12000
715,1.72E-01,2.88E-01,0.2,7000
715,2.27E-01,1.32E-02,0.2,20000
715,3.70E-01,3.43E-01,0.2,2500
715,4.26E-01,1.13E-01,0.2,9000
715,5.95E-05,2.79E-01,0.2,10000
715,6.32E-01,2.05E-01,0.2,10000
715,7.13E-01,1.14E-03,0.2,12000
715,8.65E-01,1.10E-01,0.2,9500
715,9.47E-01,2.01E-01,0.2,10000
716,6.73E-02,3.47E-01,0.2,15000
716,1.10E-01,2.19E-01,0.2,10000
716,2.24E-01,2.63E-01,0.2,7500
716,3.26E+00,3.82E-01,0.2,4125
716,4.32E-01,3.48E-01,0.2,10000
716,5.32E-01,6.75E-02,0.2,7500
716,6.13E+00,3.21E-01,0.2,10000
716,7.68E-02,1.11E-01,0.2,10000
716,8.93E-01,3.42E-02,0.2,7200
716,9.49E-04,9.03E-02,0.2,1000
717,8.13E-01,4.25E-01,0.2,8000
717,1.11E+00,3.37E-01,0.2,5000
717,2.64E-01,3.85E-03,0.2,25000
717,3.47E+00,3.01E-01,0.2,10000
717,4.23E-02,2.14E-01,0.2,5550
717,5.85E-01,2.55E-01,0.2,13400
717,6.82E-01,1.14E-01,0.2,10000
717,7.38E+00,3.91E-01,0.2,8325
717,8.25E-01,2.47E-01,0.2,19800
717,9.20E+00,3.99E-02,0.2,25000
718,6.28E-04,1.90E-01,0.2,28000
718,1.21E-01,3.96E-02,0.2,20000
718,2.18E-02,3.77E-02,0.2,4000
718,3.69E-01,3.55E-01,0.2,6000
718,4.30E-01,3.00E-02,0.2,12000
718,5.47E-01,1.03E-01,0.2,8000
718,6.44E-01,1.87E-02,0.2,12000
718,7.21E+00,2.91E-01,0.2,3000
718,8.15E-02,1.29E-01,0.2,4000
718,9.48E-01,8.72E-02,0.2,12000
719,1.84E-02,1.39E-01,0.2,1000
719,2.00E+00,1.46E-01,0.2,9500
719,2.26E-01,2.79E-01,0.2,10000
719,3.11E-01,5.58E-01,0.2,18000
719,4.74E-01,4.91E-01,0.2,8000
719,5.31E-02,7.46E-02,0.2,3200
719,6.90E-03,1.50E-01,0.2,4500
719,8.00E+00,4.16E-01,0.2,15000
719,8.67E-02,1.05E-03,0.2,15000
719,9.86E-03,1.86E-01,0.2,2000
720,4.46E-03,4.07E-01,0.2,11000
720,1.70E-02,1.92E-03,0.2,12000
720,2.13E-03,2.96E-01,0.2,7000
720,3.96E+00,2.15E-01,0.2,2800
720,4.49E-01,1.36E-01,0.2,9325
720,5.24E-01,6.65E-02,0.2,10000
720,6.97E-01,8.57E-02,0.2,5000
720,7.37E+00,2.70E-01,0.2,2000
720,8.70E+00,2.80E-01,0.2,4000
720,9.98E+00,1.09E-01,0.2,5000
721,3.28E-05,3.02E-01,0.2,10000
721,2.00E+00,4.45E-01,0.2,10800
721,2.25E+00,4.64E-01,0.2,10000
721,3.44E-01,4.48E-01,0.2,7500
721,4.40E-01,1.48E-02,0.2,4800
721,5.38E+00,1.24E-01,0.2,2100
721,6.37E-01,5.68E-02,0.2,5000
721,7.53E-01,3.36E-01,0.2,10625
721,8.29E+00,2.67E-01,0.2,3000
721,9.19E-01,1.44E-02,0.2,14000
722,1.21E-02,9.19E-02,0.2,3000
722,1.15E+00,1.21E-01,0.2,5000
722,3.00E+00,4.34E-01,0.2,3175
722,3.93E+00,2.48E-01,0.2,10000
722,4.77E+00,2.49E-01,0.2,2500
722,5.98E+00,1.51E-01,0.2,6000
722,6.22E-02,7.38E-02,0.2,8400
722,8.00E+00,4.70E-01,0.2,8875
722,8.78E-04,6.00E-02,0.2,8000
722,9.10E+00,2.29E-01,0.2,6000
723,9.99E-01,5.23E-01,0.2,14500
723,1.92E+00,5.30E-01,0.2,19500
723,2.25E-01,1.20E-01,0.2,4000
723,3.87E+00,2.60E-01,0.2,1500
723,4.91E+00,2.99E-01,0.2,30000
723,5.14E+00,2.76E-01,0.2,25000
723,6.64E-01,2.37E-01,0.2,9000
723,7.92E-02,3.52E-01,0.2,10800
723,8.98E+00,4.96E-02,0.2,4800
723,9.68E-02,2.34E-03,0.2,11200
724,6.92E-04,2.07E-01,0.2,2500
724,2.00E+00,4.77E-01,0.2,4800
724,2.47E-03,2.12E-01,0.2,6600
724,3.23E+00,1.62E-05,0.2,25000
724,4.88E+00,4.55E-01,0.2,7000
724,5.16E-01,6.00E-02,0.2,12000
724,6.30E-03,7.67E-02,0.2,5000
724,7.62E+00,3.39E-01,0.2,8500
724,8.59E-03,1.00E-01,0.2,18000
724,9.46E-01,5.82E-02,0.2,6000
725,3.95E-02,2.02E-01,0.2,6000
725,1.29E-02,2.48E-01,0.2,2800
725,2.18E-03,8.54E-02,0.2,8000
725,3.99E+00,3.80E-01,0.2,20000
725,4.25E+00,3.99E-01,0.2,7500
725,5.20E-03,1.15E-01,0.2,17000
725,6.12E-02,3.49E-01,0.2,7000
725,7.58E-02,1.11E-02,0.2,5000
725,8.57E-02,1.95E-02,0.2,7000
725,9.18E+00,2.44E-01,0.2,1200
726,2.51E-04,2.47E-01,0.2,12250
726,1.40E-02,4.15E-01,0.2,4500
726,2.20E+00,4.00E-01,0.2,4650
726,3.10E-01,4.15E-01,0.2,5500
726,4.34E-01,1.90E-01,0.2,15000
726,5.12E-04,1.82E-01,0.2,4800
726,6.24E-01,5.76E-02,0.2,15000
726,7.12E-03,1.32E-01,0.2,1200
726,8.18E+00,3.85E-01,0.2,1200
726,9.25E-01,1.08E-01,0.2,18000
727,3.99E-02,1.62E-01,0.2,8000
727,1.21E-01,1.14E-01,0.2,7600
727,2.12E+00,5.17E-01,0.2,12000
727,3.44E-02,2.99E-01,0.2,3000
727,4.90E+00,3.49E-01,0.2,5500
727,5.29E-03,1.83E-01,0.2,1800
727,6.13E-01,5.66E-02,0.2,8000
727,7.21E+00,2.78E-01,0.2,2400
727,8.46E-01,2.64E-01,0.2,15000
727,9.91E-04,5.20E-02,0.2,3000
728,9.97E-01,6.89E-01,0.2,20000
728,1.16E-02,3.62E-01,0.2,3000
728,2.99E+00,2.12E-01,0.2,10000
728,3.32E-01,8.64E-02,0.2,21000
728,4.20E+00,3.92E-01,0.2,8000
728,5.10E-02,5.36E-01,0.2,15000
728,6.96E+00,4.24E-01,0.2,10000
728,7.29E+00,4.31E-01,0.2,22000
728,8.16E-03,6.47E-02,0.2,12000
728,9.14E-02,4.05E-02,0.2,10000
729,9.88E-01,1.56E-01,0.2,25000
729,1.50E-01,2.39E-01,0.2,5000
729,2.18E+00,3.50E-01,0.2,15000
729,3.95E-04,2.73E-01,0.2,9725
729,4.90E-01,3.63E-01,0.2,18000
729,5.46E-01,1.58E-01,0.2,7000
729,6.48E-01,1.70E-01,0.2,4000
729,7.17E-01,3.52E-02,0.2,7500
729,8.92E-01,2.32E-01,0.2,13000
729,9.22E+00,1.66E-01,0.2,18150
730,6.49E-01,1.26E-01,0.2,15000
730,1.30E+00,6.11E-01,0.2,30000
730,2.72E-01,2.67E-01,0.2,14000
730,3.26E-02,1.38E-01,0.2,3200
730,4.29E-01,1.22E-01,0.2,3000
730,5.21E-02,1.24E-01,0.2,10000
730,6.22E-01,7.10E-02,0.2,8000
730,7.25E-01,2.90E-01,0.2,18000
730,8.41E-01,1.02E-01,0.2,4200
730,9.13E-01,1.69E-02,0.2,8000
731,9.99E-01,5.48E-01,0.2,10000
731,1.19E-01,2.00E-01,0.2,4000
731,2.49E+00,2.69E-01,0.2,1600
731,4.00E+00,2.12E-01,0.2,17200
731,4.66E-01,2.31E-01,0.2,15000
731,5.14E-01,1.31E-02,0.2,4800
731,6.69E+00,2.52E-01,0.2,15900
731,7.98E+00,4.74E-01,0.2,8500
731,8.25E-01,2.88E-01,0.2,18000
731,9.12E-01,4.70E-02,0.2,2000
732,5.88E-03,4.01E-02,0.2,8000
732,1.33E-02,7.07E-03,0.2,5000
732,2.33E-01,1.40E-01,0.2,4850
732,3.52E-01,1.03E-01,0.2,2400
732,4.46E-01,4.20E-02,0.2,8450
732,5.95E-01,1.69E-01,0.2,5000
732,6.22E-02,3.69E-01,0.2,9500
732,7.99E+00,4.06E-01,0.2,15000
732,8.21E+00,1.93E-01,0.2,14400
732,9.72E-02,3.33E-01,0.2,20000
733,9.38E-01,3.74E-01,0.2,23575
733,1.47E-01,2.11E-01,0.2,16000
733,2.17E-03,4.00E-01,0.2,11325
733,3.21E-01,3.09E-01,0.2,14400
733,4.94E+00,1.66E-01,0.2,10000
733,5.27E-01,5.61E-02,0.2,17000
733,6.25E-01,1.56E-01,0.2,2975
733,7.71E-01,1.29E-01,0.2,18000
733,8.21E-01,2.40E-02,0.2,3000
733,9.20E+00,1.21E-01,0.2,6000
734,7.56E-05,4.12E-01,0.2,8000
734,1.15E-01,5.25E-02,0.2,1200
734,2.17E+00,1.80E-01,0.2,10000
734,3.16E-01,1.34E-01,0.2,15000
734,4.53E-04,2.72E-01,0.2,2500
734,5.67E-02,2.49E-01,0.2,4750
734,6.57E-01,6.17E-02,0.2,35000
734,8.00E+00,5.24E-01,0.2,9250
734,8.20E-01,3.80E-03,0.2,12000
734,9.88E-01,2.17E-01,0.2,4200
735,1.00E+00,5.65E-01,0.2,13450
735,1.24E+00,2.03E-01,0.2,8500
735,2.52E-02,3.59E-01,0.2,4025
735,3.92E-01,3.64E-01,0.2,6500
735,5.00E+00,3.48E-01,0.2,16000
735,5.19E-01,3.91E-02,0.2,5000
735,6.19E+00,5.17E-02,0.2,1800
735,7.43E-03,6.95E-02,0.2,4000
735,8.14E-02,9.64E-03,0.2,8000
735,9.22E+00,1.28E-01,0.2,1500
736,5.28E-01,4.02E-01,0.2,8000
736,1.16E-01,3.72E-01,0.2,11000
736,2.16E+00,3.64E-01,0.2,4000
736,3.99E+00,4.71E-01,0.2,12250
736,4.77E+00,3.63E-01,0.2,25000
736,5.65E-02,7.23E-02,0.2,6300
736,6.29E-01,1.33E-01,0.2,3200
736,7.86E+00,3.74E-01,0.2,6500
736,8.98E+00,4.67E-01,0.2,12000
736,9.11E-03,4.32E-02,0.2,4800
737,1.00E+00,5.05E-01,0.2,7000
737,1.54E-01,2.77E-01,0.2,8000
737,2.14E-01,3.53E-01,0.2,14000
737,3.20E-03,3.38E-02,0.2,21500
737,4.17E-01,4.17E-01,0.2,12000
737,5.25E-03,2.83E-01,0.2,4900
737,6.47E-02,8.10E-02,0.2,12000
737,7.14E-01,2.90E-01,0.2,20000
737,8.30E-02,2.09E-01,0.2,6400
737,9.99E+00,4.40E-01,0.2,5000
738,9.36E-01,1.84E-05,0.2,15000
738,1.71E-01,1.29E-01,0.2,15000
738,2.18E-01,2.70E-01,0.2,2000
738,3.10E+00,7.58E-02,0.2,4500
738,5.00E+00,5.61E-01,0.2,26000
738,5.60E-01,2.11E-01,0.2,21000
738,7.00E-01,4.09E-01,0.2,6000
738,7.16E+00,1.98E-01,0.2,5000
738,9.00E+00,1.45E-01,0.2,24250
738,9.99E+00,2.85E-02,0.2,9600
739,2.01E-01,3.61E-01,0.2,7500
739,1.36E-03,1.51E-01,0.2,6500
739,2.33E-02,3.42E-01,0.2,12800
739,3.99E+00,3.77E-02,0.2,18000
739,4.11E-01,4.99E-01,0.2,17000
739,5.31E-03,3.81E-02,0.2,6000
739,7.00E+00,5.00E-01,0.2,13250
739,7.93E+00,3.74E-01,0.2,7650
739,8.33E+00,4.62E-01,0.2,16750
739,9.59E+00,4.52E-01,0.2,7850
740,4.98E-01,3.71E-01,0.2,6000
740,1.31E-01,1.33E-01,0.2,7000
740,2.26E-03,6.98E-02,0.2,4800
740,3.11E-01,1.28E-01,0.2,1500
740,4.12E-02,1.13E-01,0.2,4500
740,5.37E-01,7.83E-02,0.2,9000
740,6.95E+00,2.96E-01,0.2,35000
740,7.25E-01,3.24E-01,0.2,12000
740,8.51E-01,3.69E-01,0.2,12000
740,9.23E-01,2.16E-01,0.2,3000
741,2.09E-04,9.41E-02,0.2,9000
741,1.44E-01,3.34E-01,0.2,18500
741,2.70E-01,2.57E-01,0.2,1000
741,3.23E+00,1.90E-01,0.2,14000
741,4.29E-01,7.77E-03,0.2,4000
741,5.58E+00,1.60E-01,0.2,8500
741,6.11E-01,4.01E-02,0.2,4500
741,7.37E-01,9.95E-02,0.2,2000
741,8.19E-01,2.99E-01,0.2,7175
741,9.53E+00,3.27E-01,0.2,8000
742,9.94E-01,7.06E-01,0.2,20500
742,1.34E-02,7.36E-02,0.2,6475
742,2.21E+00,9.22E-02,0.2,10000
742,3.44E-01,2.26E-02,0.2,10000
742,4.31E-01,2.42E-01,0.2,15000
742,5.11E-01,2.95E-01,0.2,15000
742,6.58E-01,1.02E-01,0.2,4200
742,7.85E-02,1.95E-01,0.2,7500
742,8.48E-01,6.92E-02,0.2,16000
742,9.14E-01,2.24E-01,0.2,6500
743,9.18E-02,4.09E-01,0.2,1000
743,1.26E-01,1.46E-01,0.2,4200
743,2.17E+00,4.29E-01,0.2,14125
743,3.20E+00,6.19E-03,0.2,4500
743,4.62E-01,9.77E-02,0.2,7500
743,5.45E+00,2.49E-01,0.2,2500
743,7.00E+00,1.39E-01,0.2,9000
743,7.35E-01,2.55E-01,0.2,10000
743,8.19E-02,2.34E-02,0.2,2000
743,9.34E-01,2.37E-01,0.2,13600
744,9.99E-01,4.03E-01,0.2,21000
744,1.17E-02,1.04E-01,0.2,2500
744,2.18E+00,2.28E-01,0.2,6000
744,3.14E+00,3.93E-01,0.2,5000
744,4.21E-01,6.37E-03,0.2,15000
744,5.51E-03,5.21E-02,0.2,5000
744,6.19E-01,1.70E-01,0.2,19200
744,7.45E+00,3.23E-01,0.2,5200
744,8.79E-02,2.07E-01,0.2,12000
744,9.43E-01,1.01E-01,0.2,3500
745,1.08E-02,2.40E-01,0.2,10000
745,1.27E-02,4.97E-03,0.2,10000
745,2.28E-02,3.42E-01,0.2,7500
745,3.78E-01,6.95E-02,0.2,4000
745,4.37E-02,1.65E-01,0.2,7500
745,5.12E+00,9.31E-02,0.2,10400
745,7.00E+00,5.14E-01,0.2,9600
745,7.72E-01,2.39E-02,0.2,13000
745,8.44E-01,3.74E-01,0.2,5000
745,9.42E-01,1.30E-01,0.2,6000
746,2.38E-02,1.32E-03,0.2,10000
746,2.00E+00,4.91E-01,0.2,17000
746,2.24E+00,1.12E-01,0.2,12000
